Radio Station,ID,Village,Ward,District,Region,Problem,POST STATUS,Posting Status COMMENTS,Treatment Assignment,Block,Status,Success?,2015 DIWANI PART,2015 DIWANI %,Follow up?,How far to go,transpot proposed,proposed cost,per diem needed?,Date aired 1,Date Aired 2,Neema's Updates,Follow Up?,,RESPONSE FROM CALLS TO THE VILLAGE,Notes,Talk to District Level,Text messages,Pictures,Website post,Date Reporting,Problem Notes,2015 President CCM %,2015 MP Party,PRESIDENT %,MP %,Political Party of Dawani,Political Party of Mwinyikiti,CCM Vote %,Longtitude,Latitude,Population,Male,Female,Households,new,longitude_capital,Longitude
Highlands FM,33,Idugumbi,Utengule Usongwe,Mbeya,Mbeya,Health,pictures and audio available,posted,Treatment,6,Aired,,CHADEMA,52.16%,,1hr,public transport,"10,000",NO,7/22,7/24,aired and paid,1,,citizens contribute money for construction; the government has promised to donate galvanized iron and convene a meeting,"More than 2000 residents of Idugumbi Village are engaged in health services in the village of invisibility and the absence of clinics in the village a state that has been operating services for a long time.

Deaths along with childbirth along the way are among the challenges faced by these women whose women prefer maternity care.",,,,,,,CCM,CCM,56.40%,51.60%,,,,,,,,,,,"-8.910636160633713, 33.43493719049395","-8.8865593, 33.3321018"
Highlands FM,34,Sangambi,Sangambi,Chunya,Mbeya,Infrastructure,pictures and audio available,posted,Treatment,7,Aired,,CCM,53.37%,,2hrs from makongolosi,public transport and bodaboda,"20,000",YES,7/15,7/17,Not paid for artime.,1,,Tarura have started repairing the road although the Chairman says there is no good involvement,"This road is very potential villegers say, its one conecting the minings and the town district, but its very poor that the government repairs it everu year when the rain season is over. This village was formed long time ago, but its yet to receive good roads, During the campains , The late president, John Magufuli promised to construct this road to be paved. but that promise hasnt been fullfilled, This road has led to many sufferings like women give birth while on the way to hospital, which is dangerous to the mother or the baby, some lose their lives whil seaching for medical care, accidents have been regular to bodaboda, during rainy season, villagers fail to travel and they crops dont each the market on time leading to huge loss to famers. Mwenyekiti said this callenge is huge leading to backwadness and people fail to travel. Diwani said that during rain roads becomes worse, and he reported to TARURA, and they said they will repair it this time. Our journalist went to interview TARURA maneger, and he said that its true that this road has small challenges as its 32KM, and we plan to reconstruct 12KM this year and in two weeks we will get a contractor, and if we receive more fundswe can extend it to 20KM, But he urged the citizens to protect the infrastructure now that there are huge trucks come from the mines. ",,,,,,,CCM,CCM,63.70%,54.90%,,,,,,,,,,,"-8.910636160633713, 33.43493719049396","-8.4287424, 33.6122948"
Jamii FM,35,Lipwidi,Lipwidi,Mtwara,Mtwara,Water,,,Control,1,,,CCM,61.10%,,25 min from mtwara mjini,public transport,5000,NO,,,,,,,,,,,,,,CCM,CCM,50.30%,51.70%,,,,,,1723,814,909,441,,"-10.283659482848773, 40.17832861222246","-10.3500000, 39.8333330"
Jamii FM,36,Ding'wida,Moma,Mtwara,Mtwara,School,,,Control,2,,,CCM,51.28%,,45 min frommtwara mjini,public transport,5000,NO,,,,,,,,,,,,,,CCM,CCM,50.30%,51.70%,,,,,,861,445,416,238,,"-10.283659482848773, 40.17832861222247","-10.405799497403416, 40.209999995802086"
Jamii FM,37,Mtiniko,Mtiniko,Nanyamba,Mtwara,Health,,,Control,3,,,CUF,55.26%,,1hr from nanyamba centre,public transport,5000,YES,,,,,,,In the village there is a ward clinic that serves about six villages with only two staff members thus reducing the efficiency of the work and the people lacking proper services.,,,,,,,CCM,CCM,58.20%,100%,,,,,,2137,965,1172,545,,"-10.283659482848773, 40.17832861222248","-10.5906457, 39.9531059"
Jamii FM,38,Madiba,Mitengo,Mtwara,Mtwara,Water,,,Control,4,,,CUF,54.23%,,to confirm,public transport,to confirm,NO,,,,,,,,,,,,,,CCM,CCM,50.30%,51.70%,,,,,,1014,480,534,221,,"-10.283659482848773, 40.17832861222249","-10.3979760, 40.3345821"
Jamii FM,39,Shangani,Shangani,Mtwara MJINI,Mtwara,School,,,Control,5,,,CHADEMA,44.95%,,10 min frommtwaramjini,bodaboda,2000,NO,,,,,,,The toilet of Shangani Primary School has collapsed due to the ongoing rains in Mtwara and caused shock to the pupils of the school.,,,,,,,CHADEMA,CUF,53.20%,47.10%,,,,,,1384,657,727,323,,"-10.283659482848773, 40.17832861222250","-10.2564830, 40.1813590"
Jamii FM,40,Namanjele,Dihimba,Mtwara,Mtwara,Health,,,Control,6,,,CCM,57.55%,,1hr from mtwara mjini,public transport,7000,NO,,,,,,,"Village clinic has only one doctor, endangers citizen care",,,,,,,CCM,CCM,50.30%,51.70%,,,,,,1292,617,675,324,,"-10.283659482848773, 40.17832861222251","-10.4568160, 39.9478460"
Jamii FM,41,Ngoji,Madimba,Mtwara,Mtwara,Water,,,Control,7,,,CCM,42.79%,,45 min from mtwara mjini,public transport,7000,NO,,,,,,,"In Ngoji village, Madimba ward, there is no safe water, so they have to walk more than 2 km to fetch water, which affects their economic activities such as agriculture, etc.",,,,,,,CCM,CCM,50.30%,51.70%,,,,,,1657,766,891,426,,"-10.283659482848773, 40.17832861222252","-10.399858870134674, 40.333281985858775"
Jamii FM,42,Makome B,Mbawala,Mtwara,Mtwara,Water,pictures and audio available,"posted, need story",Treatment,1,Aired,,CCM,51.72%,,1hr from mtwara mjini,public transport and bodaboda,"15,000",NO,4/23,5/5,Aired and paid,,,No action has been taken so far.,,,15,yes,yes,,,CCM,CCM,50.30%,51.70%,,,,,,1441,709,732,371,,"-10.283659482848773, 40.17832861222253","-10.490238204785099, 40.199459925601275"
Jamii FM,43,Ngorongoro,Nanguruwe,Mtwara,Mtwara,School,pictures and audios available,posted,Treatment,2,Aired,,CUF,50.08%,,30 min frommtwara mjini,public transport,7000,NO,5/26,5/29,Aired and paid,,,By force of the people they have bought 10 bags of cement to break the bricks to build a toilet for the toilet which is already covered with a hole.,"Issue is the school, no school. The kids have to walk 5km. The local people are complaining that the school is too far and has been too far and causing many kids not to go to secondary school. So many dropouts the kids which are in school are not that many more than the dropouts in that village. The local government officials have confirmd this. They did an interview with the parents as well as doing a story with some of the kids.  They feel like they are putting their lives in danger just to get a free ride to the school. Another challenge is that they are afraid that their kids will be in an accident becuase the road is paved so it is risky for the kids to walk besides that road. Then the journalist went to the village chairman and he said that they have done some things regarding the problem: he got an area for constructing the school. Right now they have reached these two buildings and they are on their way to building the toilet an the office for the teachers. Then they will go to get approval for starting with ta school. They depend on local governmetn revenues. So per year they collect 1,000,000 from local government projects. Then they went to the diwani and the diwani said that they are aware fo the issue. They said there is remarkable progress. This issue has been brought up to the village meeting and people are willing to contribute. From there The ward office has contributed 50,000. Villagers came out ot contribute their own labor. The goal would be for speeding this up and pushing the diwani to move faster and get more support from the district level. 

FEEDBACK: Need to talk to the district level, put some sound effects. Mikise ward audio. Also needs to go to the DED office and education officer. ",Going to bring the DC to visit,,yes,yes,7-Apr,,CCM,CCM,50.30%,51.70%,,,,,,586,272,314,159,,"-10.283659482848773, 40.17832861222254","-10.4872636, 40.0352003"
Jamii FM,44,Kiromba Juu,Kiromba,Nanyamba,Mtwara,Infrastructure,pictures and audio available,"posted, need story",Treatment,3,Aired,,CCM,55.64%,,1hr from Nanyamba centre,public transport,5000,YES,5/31,6/2,Aired and paid,,,Roads in the rough terrain have been carved and are currently well maintained but it would have been rainy yet the situation would have been worse in its passage.,In the village there is an area that is very rough which slips especially during this rainy season and is the road that the people are expected to pass to Mtwara.,,,,,,,CCM,CCM,58.20%,100%,,,,,,2330,1099,1231,655,,"-10.283659482848773, 40.17832861222255","-10.672888811417085, 40.046255383107294"
Jamii FM,45,Mkangala,Naliendele,Mtwara,Mtwara,Infrastructure,"No pictures, audio, videos","no audio, karimu will send the audio",Treatment,4,Aired,1,CCM,55.80%,,45 min from mtwara town,public transport and bodaboda,"10,000",NO,6/7,6/10,Aired and paid,,,The road is already paved and is well accessible,"Great sound effect and quality,  people tried to recontruct the road, There is no transportation, and they cant do business/ farming  well due to this issue. People don’t get access to some good health care due. Bodaboda has become more expensive they charge more now due to poor road. Rain has destructed the road. Mwenyekiti said they brought it to Ward, and TARURA, TARURA promisied to repair the road after the rain season is over. Diwani Said all Wards have told the government that after roads they will repair, and the money is there already, TARURA said They have found local contractors, they wait for the rains to stop, and mid may they will constuct them all.  ",,,,,,,CCM,CCM,50.30%,51.70%,,,,,,4622,2323,2299,1026,,"-10.283659482848773, 40.17832861222256","-10.3647875, 40.1623547"
Jamii FM,46,Chipuputa,Magomeni,Mtwara,Mtwara,Infrastructure,audio and video available,"posted, still need video",Treatment,5,Aired,1,CUF,52.12%,,1.5 hrs from mtwara town,public transport,to confirm,NO,5/21,7/24,Aired and paid,,,Urban and Rural Roads Agency TARURA Mtwara Municipality mikindani Mtwara region continues to repair rough areas including this road from the main bus stand in Mtwara region (Chipuputa) to Mnjaleni. According to the Manager of TARURA Mtwara Municipality mikindani Mr. Khatibu Nunu said the renovation is at the level of Changalawe. ,"It has been 3 monthes since the road has been closed in the kagera street.People are complaining about the construction of caravan (bridge) near te Chipuputa Street that located on Mtwara municipality council there is a bridge construction that currently stands on the main road from the main bus stand in Mtwara region. This has led to bodaboda not to get enough money and costomers. They want the municipality to finish road construction so that business can return. bodaboda and cars can not pass this road. the road is very bad. even the bus drivers can not pass this road, becasue if they pas here the can can broke down. Businessmen say that business is bad becasue the road is closed people, boda and cars dont passby.  TARURA manager said, we are on first stages of the project, in two weeks we will finish this road and we will open it again. We will construct all the roads in the Mtwara municipal. Hi",,,,,,,CCM,CCM,50.30%,51.70%,,,,,,3453,1602,1851,930,,"-10.283659482848773, 40.17832861222257","-10.297264828052668, 40.17703806489929"
Jamii FM,47,Lyowa,Muungano,Mtwara,Mtwara,Water,pictures and audio available,posted,Treatment,6,Aired,,CHADEMA,52.89%,,1.5 hrs from mtwara town,public transport,to confirm,NO,6/8,7/14,Aired and paid,,,TARURA has already repaired the car and the road is also littered with rubble.,"RUWASA has brought water to Lyowa villager, but water is not clean. People still go far to find safe and clean water. Like 8 kilomiters. The previous water minister was here and he brought us water pump and water booster. They need tp change water pipes. Women are sleeping in the water wells which leads to jelous husands, They face dangerous animals like lions, leopards. They aslo dont have time to go farming. Mwenyekiti of lyowa said water is challenge, The project is already here but waterpipes are not strong enough, We reported to RUWASA and thry said they will send technicians to reconstuct the pipes. RUWASA are loosing funds becasue they dont collect any revenue to the lyowa village. RUWASA said Mpapula-lyowa project is finished, there is a small issue at Nanyani they are mobilizing recources to finish it. Technician said that after 3days they will fix the issue",,,,,,,CCM,CCM,50.30%,51.70%,,,,,,1014,480,534,221,,"-10.283659482848773, 40.17832861222258","-10.321689609124316, 39.925792834982204"
